Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Kendra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,13.0,20.0,21.0,33.0,37.0,34.0,53.0,77.0,95.0,79.0,75.0,92.0,105.0,96.0,122.0,113.0,136.0,237.0,208.0,199.0,260.0,285.0,351.0,366.0,411.0,392.0,453.0,715.0,795.0,695.0,870.0,1152.0,1488.0,1405.0,1271.0,1503.0,1509.0,1638.0,1787.0,1915.0,2089.0,1820.0,1860.0,1780.0,1621.0,1935.0,1852.0,2767.0,3863.0,3786.0,3267.0,2801.0,2718.0,2676.0,2612.0,2545.0,2377.0,2375.0,2052.0,2035.0,1839.0,1737.0,1495.0,1390.0,1235.0,1208.0,1241.0,1402.0,1698.0,1448.0,1390.0,1495.0,1067.0,802.0,1726.0,1262.0
Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,7.0,11.0,12.0,8.0,0.0,8.0,14.0,11.0,6.0,11.0,8.0,8.0,8.0,9.0,8.0,19.0,6.0,0.0,0.0,10.0,6.0,0.0,6.0,5.0,10.0,9.0,0.0,6.0,5.0,19.0,9.0,11.0,22.0,6.0,15.0,12.0,20.0,13.0,18.0,19.0,20.0,17.0,30.0,21.0,21.0,117.0,177.0,85.0,164.0,230.0,127.0,86.0,63.0,57.0,38.0,42.0,35.0,19.0,17.0,21.0,26.0,26.0,26.0,30.0,31.0,25.0,27.0,38.0,50.0,68.0,58.0,66.0,78.0,75.0,105.0,110.0,93.0,135.0,216.0,614.0,1394.0,1587.0,1809.0,1810.0,2057.0,2550.0,2591.0,2706.0,2944.0,3069.0,2997.0,3082.0,3205.0,3115.0,3008.0,2986.0,3365.0,3541.0,4102.0,4615.0
Kenneth,32.0,29.0,22.0,26.0,29.0,41.0,38.0,35.0,45.0,66.0,72.0,65.0,102.0,83.0,105.0,127.0,175.0,164.0,191.0,214.0,279.0,246.0,275.0,330.0,420.0,474.0,534.0,589.0,692.0,752.0,880.0,1149.0,2549.0,3080.0,4198.0,5706.0,6042.0,6170.0,6854.0,6825.0,7877.0,8992.0,9309.0,9782.0,10401.0,10198.0,10409.0,10931.0,11242.0,10927.0,11786.0,11638.0,11798.0,11450.0,11849.0,12102.0,12524.0,13247.0,14448.0,14748.0,15186.0,16158.0,18267.0,19160.0,18136.0,18140.0,22083.0,24629.0,23615.0,23648.0,23868.0,25876.0,25967.0,25552.0,26205.0,26800.0,27477.0,28117.0,26761.0,26734.0,27773.0,26168.0,25366.0,25341.0,24997.0,22791.0,20927.0,19375.0,18185.0,17662.0,16921.0,14843.0,12414.0,11076.0,10215.0,9702.0,9210.0,9529.0,9086.0,9310.0,9694.0,9562.0,9420.0,9047.0,8873.0,9050.0,8542.0,8428.0,8632.0,8590.0,8298.0,7601.0,6752.0,6302.0,5692.0,5241.0,4984.0,4673.0,4596.0,4294.0,4154.0,3913.0,3663.0,3650.0,3438.0,3374.0,3247.0,3107.0,2963.0,2602.0,2425.0,2206.0,2211.0,2166.0,2128.0
Kerry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,7.0,13.0,20.0,10.0,19.0,10.0,14.0,21.0,20.0,29.0,19.0,49.0,115.0,87.0,77.0,81.0,96.0,135.0,145.0,177.0,298.0,447.0,434.0,638.0,901.0,1023.0,1321.0,1543.0,1668.0,1727.0,1825.0,2241.0,2215.0,2321.0,2559.0,2250.0,2492.0,3126.0,3067.0,2989.0,2884.0,2748.0,2396.0,2273.0,2382.0,2822.0,2829.0,2803.0,3084.0,2644.0,2556.0,2439.0,2325.0,2033.0,1838.0,1617.0,1456.0,1432.0,1356.0,1355.0,1169.0,1242.0,1197.0,1178.0,1078.0,1019.0,968.0,956.0,892.0,726.0,668.0,574.0,503.0,470.0,460.0,349.0,350.0,317.0,290.0,271.0,212.0,258.0,200.0,172.0,131.0,122.0,102.0,95.0,96.0,80.0,110.0,97.0
Kevin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,12.0,15.0,18.0,19.0,21.0,14.0,24.0,84.0,71.0,53.0,50.0,61.0,47.0,67.0,68.0,76.0,84.0,112.0,121.0,133.0,151.0,176.0,154.0,178.0,252.0,278.0,298.0,426.0,530.0,645.0,601.0,705.0,1052.0,1567.0,2260.0,3330.0,4800.0,6382.0,7973.0,10066.0,15401.0,17213.0,21835.0,24373.0,24740.0,26859.0,28485.0,29012.0,28447.0,30746.0,29481.0,28309.0,25723.0,24739.0,24005.0,23709.0,27118.0,25010.0,22486.0,20932.0,19602.0,18195.0,18600.0,22631.0,20216.0,18857.0,18093.0,17569.0,17579.0,17516.0,17978.0,18953.0,20076.0,20548.0,20274.0,21298.0,20472.0,20339.0,19693.0,19128.0,17362.0,15911.0,14613.0,13324.0,12523.0,12286.0,12697.0,12627.0,12074.0,11755.0,11258.0,10935.0,10801.0,10552.0,9797.0,8787.0,7325.0,6566.0,6221.0,5928.0,5873.0
Khloe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,31.0,18.0,24.0,19.0,32.0,27.0,40.0,46.0,99.0,120.0,175.0,189.0,202.0,243.0,274.0,446.0,1708.0,3452.0,5406.0,4943.0,4309.0,3670.0,3518.0
Kiara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,5.0,9.0,10.0,18.0,20.0,20.0,20.0,25.0,43.0,32.0,58.0,81.0,68.0,73.0,98.0,94.0,128.0,227.0,2738.0,1725.0,1747.0,1579.0,1530.0,1445.0,1451.0,1394.0,1268.0,1734.0,4024.0,2566.0,2289.0,2103.0,1879.0,1834.0,2149.0,1906.0,1618.0,1422.0,1157.0,982.0,982.0,918.0,1035.0,920.0
Kim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,7.0,10.0,13.0,17.0,8.0,19.0,16.0,7.0,21.0,16.0,28.0,35.0,37.0,40.0,44.0,77.0,83.0,74.0,85.0,97.0,92.0,146.0,164.0,219.0,265.0,597.0,789.0,748.0,889.0,1081.0,2044.0,3649.0,4307.0,6100.0,9172.0,12850.0,13405.0,11967.0,12696.0,13632.0,12468.0,12570.0,11529.0,10762.0,10694.0,9746.0,7859.0,6499.0,5810.0,5041.0,3952.0,2962.0,2378.0,2097.0,1645.0,1386.0,1215.0,943.0,895.0,713.0,643.0,564.0,492.0,478.0,440.0,361.0,355.0,342.0,331.0,321.0,266.0,227.0,224.0,206.0,166.0,177.0,130.0,126.0,162.0,134.0,126.0,125.0,101.0,109.0,86.0,95.0,114.0,70.0,65.0,61.0,57.0,100.0,70.0,87.0
Kimberly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,5.0,6.0,11.0,11.0,19.0,24.0,25.0,18.0,26.0,28.0,135.0,266.0,344.0,400.0,484.0,584.0,1058.0,1552.0,2240.0,4040.0,6894.0,9602.0,10853.0,12892.0,16951.0,17463.0,20445.0,21322.0,24227.0,28954.0,32344.0,33216.0,32020.0,33197.0,34256.0,30794.0,26388.0,23628.0,22517.0,20347.0,19024.0,18367.0,16949.0,17701.0,18580.0,16746.0,16168.0,15440.0,14499.0,14968.0,14478.0,13087.0,11999.0,11097.0,10228.0,9830.0,8928.0,7993.0,8782.0,7761.0,7202.0,6187.0,5735.0,5468.0,5250.0,4890.0,4797.0,4840.0,4862.0,4758.0,5018.0,5114.0,4823.0,4220.0,3874.0,3796.0,3317.0,3095.0,2883.0
Krista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0,28.0,40.0,36.0,65.0,111.0,129.0,154.0,171.0,217.0,241.0,241.0,238.0,238.0,302.0,314.0,345.0,448.0,528.0,614.0,752.0,846.0,865.0,1047.0,1322.0,2596.0,2417.0,2062.0,1959.0,1815.0,1698.0,1601.0,1771.0,1743.0,2219.0,2538.0,1848.0,1702.0,2053.0,2178.0,2188.0,3065.0,2559.0,2571.0,2231.0,2143.0,1912.0,2034.0,1896.0,1626.0,1468.0,1312.0,1078.0,943.0,806.0,695.0,621.0,595.0,679.0,526.0,481.0,408.0,355.0,311.0,254.0,222.0,185.0,177.0,142.0,117.0
Kristen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,7.0,17.0,20.0,51.0,48.0,54.0,93.0,160.0,167.0,179.0,165.0,203.0,296.0,263.0,228.0,242.0,258.0,303.0,402.0,554.0,560.0,555.0,772.0,1033.0,1355.0,1743.0,2353.0,2780.0,3268.0,3855.0,4649.0,4015.0,3585.0,4995.0,6123.0,4747.0,3715.0,3931.0,4424.0,4632.0,7384.0,8593.0,9597.0,8674.0,8446.0,8509.0,7907.0,7413.0,8435.0,8867.0,8128.0,6857.0,6290.0,5556.0,5907.0,5437.0,4884.0,4112.0,3372.0,2862.0,2365.0,2006.0,1728.0,1453.0,1241.0,996.0,888.0,780.0,656.0,578.0,521.0,436.0,440.0,391.0,348.0
Kristi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,28.0,27.0,31.0,44.0,112.0,109.0,122.0,164.0,167.0,274.0,291.0,310.0,355.0,591.0,669.0,800.0,842.0,910.0,1058.0,1203.0,1214.0,1420.0,1670.0,1608.0,1760.0,2011.0,2315.0,2656.0,3155.0,3277.0,3142.0,2854.0,2893.0,2654.0,2528.0,2808.0,2998.0,2807.0,2540.0,2214.0,2153.0,1870.0,1771.0,1754.0,1621.0,1419.0,1234.0,1173.0,1041.0,918.0,915.0,652.0,571.0,442.0,404.0,320.0,258.0,186.0,173.0,134.0,123.0,108.0,79.0,94.0,79.0,48.0,55.0,55.0,30.0,29.0,25.0,20.0,26.0
Kristin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10.0,11.0,20.0,34.0,24.0,56.0,51.0,60.0,87.0,99.0,108.0,125.0,239.0,276.0,317.0,322.0,357.0,429.0,444.0,453.0,411.0,463.0,453.0,544.0,600.0,724.0,781.0,829.0,891.0,1597.0,1743.0,2858.0,3280.0,3618.0,4160.0,4805.0,5706.0,4918.0,4662.0,3960.0,4302.0,3956.0,3694.0,3664.0,3867.0,4323.0,7769.0,9800.0,8793.0,7304.0,7058.0,6616.0,6037.0,5506.0,6045.0,6105.0,5327.0,4112.0,3614.0,3004.0,2856.0,2436.0,2204.0,1759.0,1459.0,1206.0,1067.0,970.0,836.0,715.0,565.0,544.0,521.0,362.0,322.0,260.0,228.0,163.0,155.0,143.0,133.0
Kristina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,11.0,11.0,16.0,19.0,21.0,41.0,55.0,82.0,133.0,152.0,216.0,257.0,282.0,332.0,377.0,251.0,269.0,357.0,350.0,355.0,349.0,361.0,424.0,560.0,629.0,778.0,1036.0,1372.0,1531.0,1791.0,2144.0,2472.0,3141.0,3066.0,2934.0,3043.0,2898.0,2753.0,2985.0,3558.0,4239.0,4151.0,4242.0,4074.0,4165.0,4401.0,4342.0,5583.0,4856.0,5028.0,4600.0,4828.0,4403.0,3873.0,3466.0,3097.0,2882.0,2437.0,2185.0,1865.0,1611.0,1453.0,1433.0,1281.0,1158.0,1033.0,972.0,902.0,794.0,723.0,636.0,588.0,495.0,437.0,406.0,353.0,357.0
Kristine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,9.0,6.0,9.0,10.0,6.0,6.0,7.0,9.0,8.0,7.0,5.0,5.0,0.0,7.0,5.0,0.0,8.0,10.0,18.0,15.0,26.0,33.0,32.0,61.0,88.0,123.0,158.0,213.0,446.0,718.0,1033.0,1175.0,1247.0,1755.0,1887.0,1247.0,867.0,994.0,993.0,986.0,1086.0,1022.0,1082.0,1182.0,1328.0,1747.0,2299.0,3170.0,3323.0,3299.0,3417.0,3338.0,3542.0,2969.0,2380.0,2163.0,1870.0,1560.0,1365.0,1564.0,1732.0,1455.0,1432.0,1368.0,1237.0,1259.0,1365.0,1450.0,1375.0,1374.0,1375.0,1384.0,1196.0,1001.0,874.0,796.0,657.0,517.0,479.0,373.0,365.0,284.0,312.0,261.0,221.0,197.0,212.0,186.0,173.0,177.0,158.0,139.0,127.0,108.0,102.0,100.0,88.0
Kristy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,9.0,7.0,16.0,24.0,73.0,60.0,85.0,109.0,173.0,332.0,278.0,267.0,301.0,369.0,405.0,505.0,491.0,543.0,581.0,559.0,741.0,822.0,780.0,800.0,845.0,1062.0,1381.0,1632.0,1826.0,1838.0,1891.0,2100.0,1926.0,2338.0,4063.0,5352.0,4892.0,4075.0,3275.0,2854.0,2241.0,2164.0,2021.0,1792.0,1517.0,1287.0,1225.0,1133.0,989.0,838.0,687.0,586.0,513.0,485.0,338.0,305.0,264.0,268.0,207.0,215.0,191.0,167.0,162.0,149.0,158.0,142.0,116.0,105.0,69.0,91.0,88.0,78.0
Krystal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,6.0,9.0,8.0,55.0,59.0,40.0,36.0,37.0,45.0,62.0,84.0,88.0,121.0,123.0,133.0,151.0,197.0,178.0,175.0,172.0,236.0,234.0,338.0,384.0,454.0,479.0,473.0,485.0,550.0,847.0,1080.0,1170.0,1163.0,2133.0,3517.0,3729.0,3948.0,5963.0,4954.0,4389.0,4031.0,3809.0,3299.0,2973.0,2628.0,2212.0,1890.0,1564.0,1337.0,1188.0,1093.0,929.0,889.0,795.0,742.0,736.0,702.0,719.0,603.0,615.0,554.0,454.0,391.0,364.0,325.0,299.0,259.0
Kurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,6.0,12.0,18.0,26.0,29.0,45.0,28.0,40.0,31.0,28.0,37.0,33.0,32.0,47.0,41.0,45.0,53.0,45.0,62.0,67.0,77.0,56.0,64.0,64.0,69.0,92.0,106.0,135.0,134.0,143.0,194.0,193.0,258.0,296.0,294.0,264.0,373.0,535.0,519.0,671.0,790.0,939.0,1466.0,1517.0,1693.0,1930.0,2383.0,2429.0,2684.0,2819.0,2891.0,2822.0,3030.0,3136.0,3166.0,2893.0,2852.0,2754.0,2465.0,2298.0,2203.0,1883.0,1596.0,1246.0,1238.0,1088.0,1019.0,1119.0,1070.0,1257.0,1288.0,1170.0,1189.0,979.0,975.0,1018.0,1064.0,1029.0,1041.0,977.0,957.0,744.0,691.0,587.0,554.0,537.0,482.0,439.0,368.0,334.0,315.0,273.0,278.0,244.0,230.0,182.0,182.0,157.0,139.0,134.0,112.0,111.0,108.0,129.0,112.0
Kyle,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,7.0,6.0,7.0,10.0,7.0,6.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,10.0,9.0,10.0,8.0,10.0,11.0,15.0,11.0,35.0,25.0,42.0,70.0,62.0,75.0,67.0,52.0,85.0,67.0,81.0,68.0,88.0,84.0,85.0,102.0,74.0,80.0,89.0,79.0,78.0,74.0,87.0,114.0,102.0,110.0,78.0,101.0,94.0,119.0,118.0,144.0,100.0,86.0,117.0,163.0,146.0,181.0,343.0,553.0,537.0,516.0,558.0,538.0,658.0,1223.0,1177.0,1370.0,1493.0,1383.0,1846.0,1761.0,1590.0,1264.0,2016.0,2194.0,1997.0,2215.0,2857.0,2916.0,2538.0,2455.0,2694.0,2927.0,3375.0,3596.0,4675.0,5618.0,5957.0,6726.0,8398.0,12614.0,12769.0,16815.0,19562.0,20178.0,20173.0,21129.0,22934.0,21774.0,20881.0,19612.0,18549.0,16881.0,15701.0,16030.0,15368.0,13834.0,12017.0,10623.0,10104.0,8710.0,7894.0,6720.0,6194.0,5395.0,4726.0,4205.0,3602.0,3314.0,3010.0,2632.0,2435.0
Kylie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,8.0,0.0,5.0,0.0,8.0,7.0,18.0,19.0,37.0,36.0,39.0,44.0,35.0,51.0,519.0,501.0,335.0,234.0,244.0,261.0,322.0,366.0,460.0,501.0,846.0,1947.0,1627.0,1500.0,1568.0,1456.0,2053.0,3163.0,2809.0,2754.0,2892.0,3023.0,3216.0,3371.0,4850.0,5576.0,5594.0,4974.0,4724.0,4662.0,5200.0,4394.0,4602.0,4346.0,4172.0,4014.0,3933.0
Lance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,8.0,5.0,6.0,7.0,6.0,0.0,8.0,6.0,5.0,5.0,6.0,13.0,25.0,23.0,21.0,32.0,25.0,29.0,36.0,40.0,38.0,24.0,26.0,26.0,29.0,31.0,24.0,28.0,26.0,24.0,24.0,35.0,18.0,41.0,72.0,70.0,267.0,291.0,254.0,247.0,338.0,294.0,404.0,401.0,414.0,604.0,610.0,615.0,735.0,749.0,709.0,713.0,919.0,1055.0,1122.0,1164.0,1132.0,1437.0,1885.0,1804.0,2007.0,1881.0,2097.0,1761.0,1818.0,1813.0,2013.0,3039.0,4179.0,3193.0,2275.0,1702.0,1534.0,1498.0,1745.0,1939.0,1983.0,1893.0,1802.0,1698.0,1985.0,1973.0,2153.0,2160.0,2062.0,2003.0,1898.0,1836.0,1701.0,1580.0,1507.0,1259.0,1119.0,1094.0,1048.0,918.0,880.0,1003.0,1221.0,1285.0,1232.0,1166.0,1166.0,1253.0,1001.0,826.0,750.0,638.0,602.0,574.0,537.0,455.0,505.0
Landon,0.0,0.0,6.0,6.0,6.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,6.0,0.0,0.0,7.0,8.0,7.0,0.0,5.0,9.0,6.0,0.0,0.0,5.0,5.0,10.0,5.0,6.0,11.0,21.0,30.0,28.0,37.0,24.0,25.0,36.0,31.0,43.0,42.0,49.0,38.0,17.0,35.0,36.0,37.0,29.0,39.0,20.0,35.0,18.0,19.0,46.0,173.0,60.0,31.0,35.0,41.0,25.0,39.0,39.0,35.0,23.0,29.0,31.0,36.0,24.0,39.0,38.0,41.0,30.0,29.0,26.0,30.0,37.0,33.0,34.0,49.0,60.0,59.0,66.0,68.0,72.0,63.0,66.0,69.0,110.0,108.0,106.0,111.0,82.0,138.0,212.0,221.0,261.0,298.0,404.0,381.0,505.0,585.0,580.0,581.0,617.0,639.0,672.0,736.0,765.0,765.0,929.0,1051.0,1140.0,1178.0,1243.0,1419.0,1561.0,1663.0,1731.0,1784.0,1903.0,2743.0,4437.0,5085.0,7128.0,9590.0,9119.0,9374.0,10178.0,10490.0,9772.0,9354.0,8740.0,8192.0
Larry,13.0,8.0,8.0,12.0,18.0,19.0,23.0,17.0,19.0,13.0,24.0,18.0,19.0,22.0,36.0,37.0,38.0,33.0,39.0,34.0,62.0,35.0,46.0,57.0,70.0,72.0,72.0,63.0,70.0,87.0,114.0,92.0,164.0,212.0,273.0,301.0,307.0,330.0,405.0,414.0,449.0,491.0,499.0,526.0,585.0,734.0,813.0,837.0,1081.0,1278.0,1732.0,2157.0,2840.0,3266.0,4490.0,5996.0,7653.0,10350.0,12424.0,14569.0,17273.0,20189.0,22157.0,23035.0,22104.0,22881.0,28520.0,35018.0,33510.0,31898.0,31595.0,30601.0,28359.0,25259.0,24671.0,22939.0,22404.0,22012.0,20160.0,18504.0,16080.0,14639.0,12771.0,11722.0,10717.0,9462.0,8770.0,8383.0,8298.0,8358.0,8173.0,7812.0,6675.0,6148.0,5737.0,5356.0,4887.0,4890.0,4566.0,4431.0,4324.0,3990.0,3749.0,3411.0,3130.0,2975.0,2643.0,2519.0,2470.0,2350.0,2199.0,2086.0,1871.0,1789.0,1568.0,1409.0,1371.0,1238.0,1208.0,1255.0,1117.0,1029.0,952.0,949.0,897.0,827.0,790.0,962.0,822.0,781.0,810.0,715.0,655.0,580.0,541.0
